Hinf,Tw,eta,H,F,G,T
-0.6,1.0467646961729784,0.0,0.0,0.0,0.0,1.0467646961729784
-0.6,1.0467646961729784,0.05,-0.0011659945217744867,0.02293470236766827,0.029384922386965714,1.0460567658626738
-0.6,1.0467646961729784,0.1,-0.004512264598265167,0.04362897351650168,0.05865800430172098,1.045348869896168
-0.6,1.0467646961729784,0.15000000000000002,-0.009821727736746761,0.062221234853942896,0.08772022195065345,1.0446410930774914
-0.6,1.0467646961729784,0.2,-0.016890903683555242,0.07884508920519431,0.11648538933141978,1.0439335702007897
-0.6,1.0467646961729784,0.25,-0.025529424750294755,0.09362915278245866,0.14487898775147548,1.0432264807359
-0.6,1.0467646961729784,0.30000000000000004,-0.03555953048093677,0.10669693628083923,0.172837084858892,1.0425200437591609
-0.6,1.0467646961729784,0.35000000000000003,-0.04681555279489107,0.11816676978101567,0.20030533654083696,1.0418145131087448
-0.6,1.0467646961729784,0.4,-0.05914339582609503,0.12815176652831828,0.2272380657203749,1.0411101727513594
-0.6,1.0467646961729784,0.45,-0.07240001396167672,0.13675982103326734,0.2535974126469687,1.0404073323530965
-0.6,1.0467646961729784,0.5,-0.08645289120278989,0.14409363729705987,0.2793525517511611,1.0397063230516137
-0.6,1.0467646961729784,0.55,-0.10117952464455772,0.1502507833054086,0.3044789705366793,1.0390074934300606
-0.6,1.0467646961729784,0.6000000000000001,-0.11646691454030014,0.15532376825508945,0.32895780632798943,1.038311205695255
-0.6,1.0467646961729784,0.65,-0.13221106308256053,0.15940013927945546,0.3527752369894417,1.0376178320639107
-0.6,1.0467646961729784,0.7000000000000001,-0.14831648371583714,0.16256259472240442,0.37592192199283286,1.036927751361201
-0.6,1.0467646961729784,0.75,-0.16469572250387718,0.1648891112754019,0.39839249044090286,1.0362413458358812
-0.6,1.0467646961729784,0.8,-0.18126889281140296,0.16645308253983498,0.42018507286072126,1.035558998195662
-0.6,1.0467646961729784,0.8500000000000001,-0.19796322432539365,0.1673234668080272,0.4413008737679881,1.0348810888655855
-0.6,1.0467646961729784,0.9,-0.21471262723161963,0.16756494207146488,0.46174378217454776,1.0342079934710293
-0.6,1.0467646961729784,0.9500000000000001,-0.2314572721749292,0.1672380664650282,0.48152001736997274,1.0335400805455943
-0.6,1.0467646961729784,1.0,-0.24814318646411096,0.1663994425420858,0.5006378074562104,1.0328777094627122
-0.6,1.0467646961729784,1.05,-0.2647218668318787,0.16510188394799222,0.5191070982537512,1.0322212285883283
-0.6,1.0467646961729784,1.1,-0.28114990892621944,0.1633945832195751,0.536939290330078,1.0315709736505687
-0.6,1.0467646961729784,1.1500000000000001,-0.2973886535897658,0.1613232795863227,0.5541470020272568,1.0309272663209084
-0.6,1.0467646961729784,1.2000000000000002,-0.31340384987809694,0.15893042578585714,0.5707438564862299,1.0302904130000814
-0.6,1.0467646961729784,1.25,-0.3291653346751027,0.15625535303251792,0.5867442907813223,1.0296607038007983
-0.6,1.0467646961729784,1.3,-0.3446467286828008,0.15333443339410133,0.6021633853899095,1.0290384117183382
-0.6,1.0467646961729784,1.35,-0.3598251484935621,0.15020123893853327,0.6170167123295914,1.0284237919791972
-0.6,1.0467646961729784,1.4000000000000001,-0.37468093439358513,0.14688669711003777,0.6313202003985594,1.0278170815573096
-0.6,1.0467646961729784,1.4500000000000002,-0.3891973934968335,0.14341924188370242,0.6450900160543281,1.0272184988468012
-0.6,1.0467646961729784,1.5,-0.4033605577677285,0.1398249603286942,0.6583424585616998,1.026628243479857
-0.6,1.0467646961729784,1.55,-0.4171589564577115,0.13612773428422134,0.6710938681326178,1.0260464962780944
-0.6,1.0467646961729784,1.6,-0.4305834024547658,0.13234937691908735,0.6833605458686356,1.0254734193257116
-0.6,1.0467646961729784,1.6500000000000001,-0.44362679202523403,0.1285097640057797,0.6951586844008721,1.0249091561527661
-0.6,1.0467646961729784,1.7000000000000002,-0.4562839174132176,0.12462695979387922,0.7065043082026665,1.0243538320170964
-0.6,1.0467646961729784,1.75,-0.4685512917538672,0.12071733741555887,0.7174132226266283,1.0238075542736695
-0.6,1.0467646961729784,1.8,-0.48042698575233506,0.11679569379846659,0.7279009707903816,1.02327041282051
-0.6,1.0467646961729784,1.85,-0.4919104755796384,0.11287535909870017,0.7379827975041064,1.0227424806108019
-0.6,1.0467646961729784,1.9000000000000001,-0.5030025014395989,0.10896830069927645,0.7476736194979516,1.0222238142212523
-0.6,1.0467646961729784,1.9500000000000002,-0.5137049362669796,0.10508522184780425,0.7569880012686363,1.0217144544673575
-0.6,1.0467646961729784,2.0,-0.524020664025543,0.1012356550313296,0.7659401359221092,1.0212144270567969
-0.6,1.0467646961729784,2.0500000000000003,-0.5339534670855319,0.09742805020688321,0.7745438304430685,1.0207237432727851
-0.6,1.0467646961729784,2.1,-0.5435079221728157,0.09366985802340279,0.7828124948726005,1.020242400679837
-0.6,1.0467646961729784,2.15,-0.5526893043961847,0.08996760818476814,0.7907591349222197,1.019770383845023
-0.6,1.0467646961729784,2.2,-0.5615034988748256,0.08632698311493185,0.7983963475963466,1.019307665068423
-0.6,1.0467646961729784,2.25,-0.5699569195045607,0.08275288709484419,0.8057363194358785,1.0188542051170757
-0.6,1.0467646961729784,2.3000000000000003,-0.5780564344187297,0.07924951104731638,0.8127908270330637,1.018409953957355
-0.6,1.0467646961729784,2.35,-0.5858092977174606,0.07582039315037555,0.819571239502622,1.0179748514812281
-0.6,1.0467646961729784,2.4000000000000004,-0.5932230870572807,0.07246847546228315,0.8260885226259985,1.0175488282224383
