Hinf,Tw,eta,H,F,G,T
-0.6,1.0467646959920125,0.0,0.0,0.0,0.0,1.0467646959920125
-0.6,1.0467646959920125,0.05,-0.0011659944587172886,0.022934702372395057,0.02938492239345547,1.046056765684002
-0.6,1.0467646959920125,0.1,-0.0045122645408781645,0.04362897352547228,0.05865800431447009,1.0453488697197884
-0.6,1.0467646959920125,0.15000000000000002,-0.00982172752811608,0.06222123486696341,0.0877202219700066,1.0446410929034002
-0.6,1.0467646959920125,0.2,-0.016890903502434676,0.07884508922215905,0.11648538935776204,1.0439335700289831
-0.6,1.0467646959920125,0.25,-0.025529424690734683,0.09362915280312839,0.14487898778479033,1.0432264805663718
-0.6,1.0467646959920125,0.30000000000000004,-0.03555953048107658,0.10669693630491563,0.1728370848989816,1.042520043591908
-0.6,1.0467646959920125,0.35000000000000003,-0.04681555275218396,0.11816676980825422,0.2003053365876149,1.041814512943764
-0.6,1.0467646959920125,0.4,-0.05914339569326147,0.1281517665585626,0.22723806577395428,1.0411101725886467
-0.6,1.0467646959920125,0.45,-0.07240001376479531,0.13675982106642207,0.253597412707575,1.0404073321926435
-0.6,1.0467646959920125,0.5,-0.08645289100660644,0.14409363733304917,0.2793525518189957,1.0397063228934105
-0.6,1.0467646959920125,0.55,-0.10117952450707232,0.15025078334415198,0.304478970611825,1.039007493274095
-0.6,1.0467646959920125,0.6000000000000001,-0.11646691448426624,0.15532376829649852,0.3289578064103938,1.0383112055415142
-0.6,1.0467646959920125,0.65,-0.1322110630914896,0.15940013932344327,0.3527752370789581,1.0376178319123839
-0.6,1.0467646959920125,0.7000000000000001,-0.14831648374827547,0.16256259476889673,0.3759219220892865,1.036927751211877
-0.6,1.0467646959920125,0.75,-0.1646957225145454,0.1648891113243429,0.3983924905441511,1.036241345688749
-0.6,1.0467646959920125,0.8,-0.18126889276912572,0.16645308259118854,0.4201850729706885,1.0355589980507092
-0.6,1.0467646959920125,0.8500000000000001,-0.19796322422222307,0.16732346686177316,0.44130087388466777,1.0348810887227986
-0.6,1.0467646959920125,0.9,-0.21471262708231129,0.16756494212759418,0.461743782297981,1.0342079933303903
-0.6,1.0467646959920125,0.9500000000000001,-0.2314572720093009,0.1672380665235404,0.4815200175002168,1.033540080407084
-0.6,1.0467646959920125,1.0,-0.24814318631627466,0.16639944260298795,0.5006378075933039,1.0328777093263095
-0.6,1.0467646959920125,1.05,-0.264721866730152,0.16510188401129974,0.5191070983976876,1.0322212284540102
-0.6,1.0467646959920125,1.1,-0.2811499088863278,0.16339458328531342,0.5369392904807944,1.0315709735183127
-0.6,1.0467646959920125,1.1500000000000001,-0.2973886536124057,0.16132327965452875,0.5541470021846333,1.0309272661906914
-0.6,1.0467646959920125,1.2000000000000002,-0.3134038499505662,0.15893042585657882,0.5707438566501034,1.0302904128718813
-0.6,1.0467646959920125,1.25,-0.3291653347757974,0.15625535310581273,0.5867442909515012,1.0296607036745937
-0.6,1.0467646959920125,1.3,-0.344646728787001,0.15333443347003375,0.6021633855661949,1.029038411594107
-0.6,1.0467646959920125,1.35,-0.3598251485790114,0.15020123901717045,0.6170167125117918,1.028423791856918
-0.6,1.0467646959920125,1.4000000000000001,-0.37468093444474776,0.14688669719144545,0.631320200586504,1.0278170814369603
-0.6,1.0467646959920125,1.4500000000000002,-0.3891973935072299,0.14341924196794237,0.6450900162478717,1.027218498728357
-0.6,1.0467646959920125,1.5,-0.40336055774024865,0.1398249604158216,0.6583424587607228,1.0266282433632927
-0.6,1.0467646959920125,1.55,-0.4171589564032106,0.13612773437428413,0.6710938683370214,1.0260464961633844
-0.6,1.0467646959920125,1.6,-0.4305834023894792,0.13234937701212682,0.6833605460783323,1.0254734192128268
-0.6,1.0467646959920125,1.6500000000000001,-0.4436267919676545,0.1285097641018321,0.6951586846157773,1.024909156041678
-0.6,1.0467646959920125,1.7000000000000002,-0.4562839173810267,0.12462695989297812,0.7065043084226891,1.0243538319077752
-0.6,1.0467646959920125,1.75,-0.4685512917613911,0.12071733751773778,0.7174132228516621,1.0238075541660852
-0.6,1.0467646959920125,1.8,-0.48042698580882226,0.1167956939037611,0.727900971020301,1.0232704127146326
-0.6,1.0467646959920125,1.85,-0.4919104756884751,0.1128753592071496,0.7379827977387636,1.0227424805066017
-0.6,1.0467646959920125,1.9000000000000001,-0.5030025015984265,0.10896830081092505,0.7476736197371757,1.0222238141187012
-0.6,1.0467646959920125,1.9500000000000002,-0.5137049364685554,0.1050852219627009,0.7569880015122377,1.0217144543664276
-0.6,1.0467646959920125,2.0,-0.524020664259123,0.10123565514952687,0.7659401361698819,1.021214426957461
-0.6,1.0467646959920125,2.0500000000000003,-0.5339534673385193,0.0974280503284359,0.7745438306947959,1.0207237431750167
-0.6,1.0467646959920125,2.1,-0.5435079224324398,0.09366985814836577,0.7828124951280612,1.0202424005836104
-0.6,1.0467646959920125,2.15,-0.5526893046510079,0.08996760831319375,0.7907591351811922,1.0197703837503143
-0.6,1.0467646959920125,2.2,-0.5615034991159301,0.08632698324686777,0.7983963478586135,1.019307664975206
-0.6,1.0467646959920125,2.25,-0.5699569197263339,0.08275288723033133,0.8057363197012313,1.0188542050253262
-0.6,1.0467646959920125,2.3000000000000003,-0.5780564346192183,0.07924951118638675,0.8127908273013039,1.018409953867048
-0.6,1.0467646959920125,2.35,-0.5858092978983163,0.07582039329305164,0.819571239773562,1.0179748513923377
-0.6,1.0467646959920125,2.4000000000000004,-0.5932230872233593,0.07246847560857698,0.8260885228994631,1.0175488281349399
-0.6,1.0467646959920125,2.45,-0.6003056468701041,0.06919615689233406,0.8323532446908646,1.0171318059730217
-0.6,1.0467646959920125,2.5,-0.6070650358899174,0.06600534180541417,0.838375582146342,1.0167236988153223
-0.6,1.0467646959920125,2.5500000000000003,-0.613509481016002,0.06289748667324518,0.844165328998009,1.0163244132682918
-0.6,1.0467646959920125,2.6,-0.6196473339814853,0.059873641989939164,0.8497319042692091,1.0159338492821257
-0.6,1.0467646959920125,2.6500000000000004,-0.6254870329323812,0.056934491840641595,0.8550843614839256,1.0155519007740088
