Hinf,Tw,eta,H,F,G,T
-0.6,1.046764714692311,0.0,0.0,0.0,0.0,1.046764714692311
-0.6,1.046764714692311,0.05,-0.001165994431878112,0.02293470185584375,0.02938492179399613,1.0460567841017965
-0.6,1.046764714692311,0.1,-0.004512264446316118,0.04362897253554448,0.05865800311806326,1.0453488878550907
-0.6,1.046764714692311,0.15000000000000002,-0.009821727259976442,0.06222123344339199,0.0877202201813202,1.0446411107562577
-0.6,1.046764714692311,0.2,-0.016890903100874953,0.07884508740142752,0.11648538698334478,1.043933587599499
-0.6,1.046764714692311,0.25,-0.025529424106168215,0.0936291506186433,0.1448789848327691,1.0432264978547234
-0.6,1.046764714692311,0.30000000000000004,-0.03555952966379881,0.10669693378718041,0.17283708137882742,1.0425200605983547
-0.6,1.046764714692311,0.35000000000000003,-0.04681555165433206,0.11816676698504305,0.2003053325099445,1.0418145296686696
-0.6,1.046764714692311,0.4,-0.05914339427041214,0.12815176345509233,0.22723806115034698,1.0411101890324916
-0.6,1.046764714692311,0.45,-0.07240001201053936,0.13675981770551882,0.2535974075504127,1.0404073483560339
-0.6,1.046764714692311,0.5,-0.08645288894349987,0.14409363373530565,0.2793525461413203,1.0397063387770886
-0.6,1.046764714692311,0.55,-0.1011795220724135,0.1502507795280797,0.30447896442720496,1.039007508878949
-0.6,1.046764714692311,0.6000000000000001,-0.11646691162419094,0.1553237642786816,0.32895779973281664,1.038311220868582
-0.6,1.046764714692311,0.65,-0.1322110598646156,0.15940013511867718,0.352775229922761,1.0376178469628594
-0.6,1.046764714692311,0.7000000000000001,-0.14831648005380335,0.16256259039032236,0.37592191446905354,1.036927765987103
-0.6,1.046764714692311,0.75,-0.1646957183912097,0.16488910678358976,0.39839248247466136,1.0362413601902238
-0.6,1.046764714692311,0.8,-0.18126888817580525,0.16645307789848665,0.4201850644668511,1.0355590122800853
-0.6,1.046764714692311,0.8500000000000001,-0.19796321915536533,0.16732346202608678,0.44130086496146087,1.034881102681882
-0.6,1.046764714692311,0.9,-0.21471262152547593,0.1675649371567193,0.4617437729704193,1.0342080070211426
-0.6,1.046764714692311,0.9500000000000001,-0.23145726595958885,0.1672380614242286,0.4815200077832995,1.033540093831621
-0.6,1.046764714692311,1.0,-0.24814317973227767,0.1663994373810281,0.5006377975019932,1.0328777224868901
