Hinf,Tw,eta,H,F,G,T
-0.6,1.0467646740850596,0.0,0.0,0.0,0.0,1.0467646740850596
-0.6,1.0467646740850596,0.05,-0.0011659944881735917,0.02293470281252311,0.029384923728976144,1.0460567439866235
-0.6,1.0467646740850596,0.1,-0.004512264636079064,0.043628974357911056,0.05865800698341603,1.0453488482319813
-0.6,1.0467646740850596,0.15000000000000002,-0.009821727719530165,0.062221236050515445,0.08772022596858622,1.0446410716251446
-0.6,1.0467646740850596,0.2,-0.016890903851660886,0.07884509072187254,0.1164853946808729,1.0439335489602126
-0.6,1.0467646740850596,0.25,-0.02552942522236177,0.09362915458991243,0.1448789944262867,1.0432264597069758
-0.6,1.0467646740850596,0.30000000000000004,-0.03555953116711575,0.106696938355162,0.17283709285187818,1.0425200229417209
-0.6,1.0467646740850596,0.35000000000000003,-0.046815553698701544,0.11816677210347874,0.20030534584432316,1.041814492502564
-0.6,1.0467646740850596,0.4,-0.05914339683241789,0.12815176908503215,0.2272380763263829,1.041110152356143
-0.6,1.0467646740850596,0.45,-0.07240001521177253,0.1367598238148258,0.2535974245472654,1.04040731216847
-0.6,1.0467646740850596,0.5,-0.08645289269612003,0.1440936402981356,0.2793525649371423,1.0397063030771154
-0.6,1.0467646740850596,0.55,-0.10117952654870477,0.15025078652441456,0.3044789849993653,1.0390074736651422
-0.6,1.0467646740850596,0.6000000000000001,-0.11646691682988662,0.15532377169384343,0.3289578220579615,1.0383111861392829
-0.6,1.0467646740850596,0.65,-0.13221106578567815,0.15940014294287566,0.35277525397695425,1.0376178127161628
-0.6,1.0467646740850596,0.7000000000000001,-0.14831648684299514,0.16256259861823988,0.3759219402278132,1.0369277322208659
-0.6,1.0467646740850596,0.75,-0.1646957259618888,0.16488911541392826,0.39839250991298664,1.036241326902056
-0.6,1.0467646740850596,0.8,-0.18126889665894344,0.16645308693359345,0.4201850935592845,1.0355589794673483
-0.6,1.0467646740850596,0.8500000000000001,-0.1979632285788555,0.1673234714715639,0.44130089568204517,1.0348810703416933
-0.6,1.0467646740850596,0.9,-0.21471263187707232,0.1675649470210536,0.4617438052926982,1.0342079751503777
-0.6,1.0467646740850596,0.9500000000000001,-0.23145727732655438,0.16723807171843758,0.48152004168034673,1.0335400624269135
-0.6,1.0467646740850596,1.0,-0.2481431921971427,0.1663994481183582,0.5006378329463336,1.0328776915446458
-0.6,1.0467646740850596,1.05,-0.2647218731464668,0.1651018898672112,0.5191071249104704,1.0322212108694389
-0.6,1.0467646740850596,1.1,-0.2811499158951428,0.1633945895026613,0.5369393181395407,1.0315709561293398
-0.6,1.0467646740850596,1.1500000000000001,-0.2973886612953695,0.16132328625485817,0.5541470309748419,1.030927248995752
-0.6,1.0467646740850596,1.2000000000000002,-0.31340385830865014,0.15893043286189767,0.5707438865564932,1.0302903958693437
-0.6,1.0467646740850596,1.25,-0.3291653438206943,0.15625536053840985,0.5867443219580043,1.02966068686276
-0.6,1.0467646740850596,1.3,-0.344646738606329,0.15333444135232732,0.6021634176559384,1.0290383949712179
-0.6,1.0467646740850596,1.35,-0.3598251592432285,0.1502012473715704,0.6170167456670493,1.0284237754211603
-0.6,1.0467646740850596,1.4000000000000001,-0.3746809459617713,0.1468867060402108,0.6313202347886618,1.02781706518647
-0.6,1.0467646740850596,1.4500000000000002,-0.3891974059053754,0.14341925133304498,0.6450900514774445,1.0272184826612263
-0.6,1.0467646740850596,1.5,-0.4033605711082968,0.13982497031883487,0.65834249499736,1.0266282274775733
-0.6,1.0467646740850596,1.55,-0.41715897082109354,0.1361277448362861,0.6710939055594919,1.0260464804570932
-0.6,1.0467646740850596,1.6,-0.43058341788419324,0.13234938805360186,0.6833605842645194,1.0254734036839535
-0.6,1.0467646740850596,1.6500000000000001,-0.44362680856567127,0.12850977574257524,0.6951587237427075,1.024909140688184
-0.6,1.0467646740850596,1.7000000000000002,-0.45628393516004917,0.12462697215201642,0.7065043484665693,1.0243538167276005
-0.6,1.0467646740850596,1.75,-0.4685513108199499,0.12071735041326857,0.7174132637879026,1.0238075391571526
-0.6,1.0467646740850596,1.8,-0.4804270062102075,0.11679570745309527,0.72790101282353,1.0232703978748559
-0.6,1.0467646740850596,1.85,-0.49191049746518684,0.11287537342665516,0.7379828403828588,1.0227424658338862
-0.6,1.0467646740850596,1.9000000000000001,-0.503002524803318,0.10896831571597486,0.7476736631953205,1.0222237996109491
