branch,z,H,F,G,T
1.000000000000e+00,1.438000000000e+01,-6.420727303995e-01,-4.675560024874e-04,9.999388957950e-01,1.000050986020e+00
1.000000000000e+00,1.440000000000e+01,-6.420541186249e-01,-4.630390541750e-04,9.999396954228e-01,1.000050479558e+00
1.000000000000e+00,1.442000000000e+01,-6.420356867754e-01,-4.585595907835e-04,9.999404848707e-01,1.000049977758e+00
1.000000000000e+00,1.444000000000e+01,-6.420174333611e-01,-4.541173340249e-04,9.999412642679e-01,1.000049480576e+00
1.000000000000e+00,1.446000000000e+01,-6.419993568969e-01,-4.497120064243e-04,9.999420337425e-01,1.000048987969e+00
1.000000000000e+00,1.448000000000e+01,-6.419814559113e-01,-4.453433325827e-04,9.999427934211e-01,1.000048499895e+00
1.000000000000e+00,1.450000000000e+01,-6.419637289457e-01,-4.410110391670e-04,9.999435434280e-01,1.000048016312e+00
1.000000000000e+00,1.452000000000e+01,-6.419461745467e-01,-4.367148536516e-04,9.999442838870e-01,1.000047537179e+00
1.000000000000e+00,1.454000000000e+01,-6.419287912791e-01,-4.324545063681e-04,9.999450149193e-01,1.000047062455e+00
1.000000000000e+00,1.456000000000e+01,-6.419115777125e-01,-4.282297284478e-04,9.999457366450e-01,1.000046592099e+00
1.000000000000e+00,1.458000000000e+01,-6.418945324296e-01,-4.240402530632e-04,9.999464491829e-01,1.000046126070e+00
1.000000000000e+00,1.460000000000e+01,-6.418776540256e-01,-4.198858154175e-04,9.999471526496e-01,1.000045664329e+00
1.000000000000e+00,1.462000000000e+01,-6.418609411007e-01,-4.157661515073e-04,9.999478471611e-01,1.000045206837e+00
1.000000000000e+00,1.464000000000e+01,-6.418443922728e-01,-4.116810001362e-04,9.999485328311e-01,1.000044753553e+00
1.000000000000e+00,1.466000000000e+01,-6.418280061646e-01,-4.076301008936e-04,9.999492097723e-01,1.000044304440e+00
1.000000000000e+00,1.468000000000e+01,-6.418117814110e-01,-4.036131953729e-04,9.999498780960e-01,1.000043859458e+00
1.000000000000e+00,1.470000000000e+01,-6.417957166595e-01,-3.996300271611e-04,9.999505379117e-01,1.000043418570e+00
1.000000000000e+00,1.472000000000e+01,-6.417798105624e-01,-3.956803406241e-04,9.999511893281e-01,1.000042981738e+00
1.000000000000e+00,1.474000000000e+01,-6.417640617888e-01,-3.917638828818e-04,9.999518324518e-01,1.000042548925e+00
1.000000000000e+00,1.476000000000e+01,-6.417484690126e-01,-3.878804018250e-04,9.999524673886e-01,1.000042120092e+00
1.000000000000e+00,1.478000000000e+01,-6.417330309198e-01,-3.840296473100e-04,9.999530942428e-01,1.000041695205e+00
1.000000000000e+00,1.480000000000e+01,-6.417177462082e-01,-3.802113711480e-04,9.999537131171e-01,1.000041274226e+00
1.000000000000e+00,1.482000000000e+01,-6.417026135804e-01,-3.764253259132e-04,9.999543241135e-01,1.000040857118e+00
1.000000000000e+00,1.484000000000e+01,-6.416876317552e-01,-3.726712668797e-04,9.999549273320e-01,1.000040443848e+00
1.000000000000e+00,1.486000000000e+01,-6.416727994563e-01,-3.689489500765e-04,9.999555228718e-01,1.000040034378e+00
1.000000000000e+00,1.488000000000e+01,-6.416581154187e-01,-3.652581334580e-04,9.999561108307e-01,1.000039628675e+00
1.000000000000e+00,1.490000000000e+01,-6.416435783892e-01,-3.615985768934e-04,9.999566913050e-01,1.000039226703e+00
1.000000000000e+00,1.492000000000e+01,-6.416291871190e-01,-3.579700409992e-04,9.999572643904e-01,1.000038828428e+00
1.000000000000e+00,1.494000000000e+01,-6.416149403751e-01,-3.543722890349e-04,9.999578301806e-01,1.000038433816e+00
1.000000000000e+00,1.496000000000e+01,-6.416008369291e-01,-3.508050849990e-04,9.999583887688e-01,1.000038042833e+00
1.000000000000e+00,1.498000000000e+01,-6.415868755636e-01,-3.472681947741e-04,9.999589402466e-01,1.000037655446e+00
1.000000000000e+00,1.500000000000e+01,-6.415730550728e-01,-3.437613861164e-04,9.999594847043e-01,1.000037271622e+00
1.000000000000e+00,1.502000000000e+01,-6.415593742548e-01,-3.402844275130e-04,9.999600222318e-01,1.000036891327e+00
1.000000000000e+00,1.504000000000e+01,-6.415458319233e-01,-3.368370900359e-04,9.999605529169e-01,1.000036514529e+00
1.000000000000e+00,1.506000000000e+01,-6.415324268962e-01,-3.334191454796e-04,9.999610768469e-01,1.000036141196e+00
1.000000000000e+00,1.508000000000e+01,-6.415191580023e-01,-3.300303674809e-04,9.999615941078e-01,1.000035771296e+00
1.000000000000e+00,1.510000000000e+01,-6.415060240812e-01,-3.266705315076e-04,9.999621047845e-01,1.000035404797e+00
1.000000000000e+00,1.512000000000e+01,-6.414930239769e-01,-3.233394137418e-04,9.999626089609e-01,1.000035041669e+00
1.000000000000e+00,1.514000000000e+01,-6.414801565478e-01,-3.200367928915e-04,9.999631067197e-01,1.000034681879e+00
1.000000000000e+00,1.516000000000e+01,-6.414674206569e-01,-3.167624483703e-04,9.999635981426e-01,1.000034325398e+00
1.000000000000e+00,1.518000000000e+01,-6.414548151774e-01,-3.135161613914e-04,9.999640833103e-01,1.000033972194e+00
1.000000000000e+00,1.520000000000e+01,-6.414423389931e-01,-3.102977149557e-04,9.999645623024e-01,1.000033622238e+00
1.000000000000e+00,1.522000000000e+01,-6.414299909919e-01,-3.071068927620e-04,9.999650351977e-01,1.000033275499e+00
1.000000000000e+00,1.524000000000e+01,-6.414177700759e-01,-3.039434809745e-04,9.999655020736e-01,1.000032931948e+00
1.000000000000e+00,1.526000000000e+01,-6.414056751512e-01,-3.008072664464e-04,9.999659630069e-01,1.000032591556e+00
1.000000000000e+00,1.528000000000e+01,-6.413937051343e-01,-2.976980377869e-04,9.999664180732e-01,1.000032254294e+00
1.000000000000e+00,1.530000000000e+01,-6.413818589515e-01,-2.946155853495e-04,9.999668673471e-01,1.000031920132e+00
1.000000000000e+00,1.532000000000e+01,-6.413701355333e-01,-2.915597001687e-04,9.999673109026e-01,1.000031589042e+00
1.000000000000e+00,1.534000000000e+01,-6.413585338237e-01,-2.885301756835e-04,9.999677488122e-01,1.000031260996e+00
1.000000000000e+00,1.536000000000e+01,-6.413470527709e-01,-2.855268060048e-04,9.999681811479e-01,1.000030935965e+00
1.000000000000e+00,1.538000000000e+01,-6.413356913328e-01,-2.825493869561e-04,9.999686079809e-01,1.000030613923e+00
1.000000000000e+00,1.540000000000e+01,-6.413244484770e-01,-2.795977160611e-04,9.999690293808e-01,1.000030294841e+00
1.000000000000e+00,1.542000000000e+01,-6.413133231749e-01,-2.766715915073e-04,9.999694454172e-01,1.000029978692e+00
1.000000000000e+00,1.544000000000e+01,-6.413023144114e-01,-2.737708138261e-04,9.999698561581e-01,1.000029665449e+00
1.000000000000e+00,1.546000000000e+01,-6.412914211749e-01,-2.708951842031e-04,9.999702616711e-01,1.000029355086e+00
1.000000000000e+00,1.548000000000e+01,-6.412806424636e-01,-2.680445054927e-04,9.999706620226e-01,1.000029047576e+00
1.000000000000e+00,1.550000000000e+01,-6.412699772847e-01,-2.652185822058e-04,9.999710572784e-01,1.000028742892e+00
1.000000000000e+00,1.552000000000e+01,-6.412594246495e-01,-2.624172194997e-04,9.999714475034e-01,1.000028441009e+00
1.000000000000e+00,1.554000000000e+01,-6.412489835820e-01,-2.596402248144e-04,9.999718327616e-01,1.000028141900e+00
1.000000000000e+00,1.556000000000e+01,-6.412386531096e-01,-2.568874062269e-04,9.999722131162e-01,1.000027845541e+00
1.000000000000e+00,1.558000000000e+01,-6.412284322693e-01,-2.541585734391e-04,9.999725886297e-01,1.000027551906e+00
1.000000000000e+00,1.560000000000e+01,-6.412183201067e-01,-2.514535377653e-04,9.999729593636e-01,1.000027260970e+00
1.000000000000e+00,1.562000000000e+01,-6.412083156715e-01,-2.487721111491e-04,9.999733253789e-01,1.000026972708e+00
1.000000000000e+00,1.564000000000e+01,-6.411984180252e-01,-2.461141077554e-04,9.999736867356e-01,1.000026687095e+00
1.000000000000e+00,1.566000000000e+01,-6.411886262334e-01,-2.434793423693e-04,9.999740434930e-01,1.000026404107e+00
1.000000000000e+00,1.568000000000e+01,-6.411789393701e-01,-2.408676313566e-04,9.999743957097e-01,1.000026123720e+00
1.000000000000e+00,1.570000000000e+01,-6.411693565182e-01,-2.382787926517e-04,9.999747434433e-01,1.000025845909e+00
1.000000000000e+00,1.572000000000e+01,-6.411598767641e-01,-2.357126448010e-04,9.999750867513e-01,1.000025570652e+00
1.000000000000e+00,1.574000000000e+01,-6.411504992062e-01,-2.331690085115e-04,9.999754256895e-01,1.000025297925e+00
1.000000000000e+00,1.576000000000e+01,-6.411412229461e-01,-2.306477050931e-04,9.999757603140e-01,1.000025027704e+00
1.000000000000e+00,1.578000000000e+01,-6.411320470940e-01,-2.281485573926e-04,9.999760906794e-01,1.000024759966e+00
1.000000000000e+00,1.580000000000e+01,-6.411229707687e-01,-2.256713897818e-04,9.999764168400e-01,1.000024494689e+00
1.000000000000e+00,1.582000000000e+01,-6.411139930921e-01,-2.232160272277e-04,9.999767388494e-01,1.000024231850e+00
1.000000000000e+00,1.584000000000e+01,-6.411051131978e-01,-2.207822967967e-04,9.999770567604e-01,1.000023971426e+00
1.000000000000e+00,1.586000000000e+01,-6.410963302226e-01,-2.183700261416e-04,9.999773706251e-01,1.000023713395e+00
1.000000000000e+00,1.588000000000e+01,-6.410876433115e-01,-2.159790444084e-04,9.999776804952e-01,1.000023457735e+00
1.000000000000e+00,1.590000000000e+01,-6.410790516177e-01,-2.136091822248e-04,9.999779864212e-01,1.000023204425e+00
1.000000000000e+00,1.592000000000e+01,-6.410705542976e-01,-2.112602707967e-04,9.999782884537e-01,1.000022953442e+00
1.000000000000e+00,1.594000000000e+01,-6.410621505187e-01,-2.089321433694e-04,9.999785866420e-01,1.000022704766e+00
1.000000000000e+00,1.596000000000e+01,-6.410538394516e-01,-2.066246337575e-04,9.999788810352e-01,1.000022458374e+00
1.000000000000e+00,1.598000000000e+01,-6.410456202749e-01,-2.043375772259e-04,9.999791716815e-01,1.000022214247e+00
1.000000000000e+00,1.600000000000e+01,-6.410374921751e-01,-2.020708104782e-04,9.999794586285e-01,1.000021972363e+00
1.000000000000e+00,1.602000000000e+01,-6.410294543417e-01,-1.998241707794e-04,9.999797419235e-01,1.000021732701e+00
1.000000000000e+00,1.604000000000e+01,-6.410215059750e-01,-1.975974973742e-04,9.999800216129e-01,1.000021495241e+00
1.000000000000e+00,1.606000000000e+01,-6.410136462782e-01,-1.953906300602e-04,9.999802977426e-01,1.000021259964e+00
1.000000000000e+00,1.608000000000e+01,-6.410058744623e-01,-1.932034100424e-04,9.999805703579e-01,1.000021026848e+00
1.000000000000e+00,1.610000000000e+01,-6.409981897458e-01,-1.910356799222e-04,9.999808395034e-01,1.000020795874e+00
1.000000000000e+00,1.612000000000e+01,-6.409905913502e-01,-1.888872828457e-04,9.999811052236e-01,1.000020567022e+00
1.000000000000e+00,1.614000000000e+01,-6.409830785072e-01,-1.867580638799e-04,9.999813675617e-01,1.000020340272e+00
1.000000000000e+00,1.616000000000e+01,-6.409756504517e-01,-1.846478686282e-04,9.999816265611e-01,1.000020115606e+00
1.000000000000e+00,1.618000000000e+01,-6.409683064258e-01,-1.825565440592e-04,9.999818822641e-01,1.000019893004e+00
1.000000000000e+00,1.620000000000e+01,-6.409610456789e-01,-1.804839384962e-04,9.999821347126e-01,1.000019672448e+00
1.000000000000e+00,1.622000000000e+01,-6.409538674632e-01,-1.784299007904e-04,9.999823839483e-01,1.000019453917e+00
1.000000000000e+00,1.624000000000e+01,-6.409467710410e-01,-1.763942816563e-04,9.999826300118e-01,1.000019237395e+00
1.000000000000e+00,1.626000000000e+01,-6.409397556773e-01,-1.743769323282e-04,9.999828729436e-01,1.000019022861e+00
1.000000000000e+00,1.628000000000e+01,-6.409328206445e-01,-1.723777053644e-04,9.999831127836e-01,1.000018810299e+00
1.000000000000e+00,1.630000000000e+01,-6.409259652215e-01,-1.703964546361e-04,9.999833495710e-01,1.000018599689e+00
1.000000000000e+00,1.632000000000e+01,-6.409191886904e-01,-1.684330345266e-04,9.999835833449e-01,1.000018391014e+00
1.000000000000e+00,1.634000000000e+01,-6.409124903427e-01,-1.664873012254e-04,9.999838141434e-01,1.000018184256e+00
1.000000000000e+00,1.636000000000e+01,-6.409058694726e-01,-1.645591114255e-04,9.999840420046e-01,1.000017979398e+00
1.000000000000e+00,1.638000000000e+01,-6.408993253814e-01,-1.626483231031e-04,9.999842669657e-01,1.000017776422e+00
1.000000000000e+00,1.640000000000e+01,-6.408928573769e-01,-1.607547955066e-04,9.999844890637e-01,1.000017575310e+00
1.000000000000e+00,1.642000000000e+01,-6.408864647695e-01,-1.588783883809e-04,9.999847083351e-01,1.000017376045e+00
1.000000000000e+00,1.644000000000e+01,-6.408801468792e-01,-1.570189632204e-04,9.999849248157e-01,1.000017178612e+00
1.000000000000e+00,1.646000000000e+01,-6.408739030282e-01,-1.551763820075e-04,9.999851385412e-01,1.000016982992e+00
1.000000000000e+00,1.648000000000e+01,-6.408677325456e-01,-1.533505079675e-04,9.999853495466e-01,1.000016789168e+00
1.000000000000e+00,1.650000000000e+01,-6.408616347668e-01,-1.515412055582e-04,9.999855578664e-01,1.000016597126e+00
1.000000000000e+00,1.652000000000e+01,-6.408556090300e-01,-1.497483397178e-04,9.999857635350e-01,1.000016406847e+00
1.000000000000e+00,1.654000000000e+01,-6.408496546820e-01,-1.479717770792e-04,9.999859665860e-01,1.000016218316e+00
1.000000000000e+00,1.656000000000e+01,-6.408437710725e-01,-1.462113847475e-04,9.999861670528e-01,1.000016031518e+00
1.000000000000e+00,1.658000000000e+01,-6.408379575571e-01,-1.444670310316e-04,9.999863649682e-01,1.000015846435e+00
1.000000000000e+00,1.660000000000e+01,-6.408322134981e-01,-1.427385854333e-04,9.999865603647e-01,1.000015663052e+00
1.000000000000e+00,1.662000000000e+01,-6.408265382599e-01,-1.410259179196e-04,9.999867532745e-01,1.000015481353e+00
1.000000000000e+00,1.664000000000e+01,-6.408209312158e-01,-1.393289000980e-04,9.999869437290e-01,1.000015301324e+00
1.000000000000e+00,1.666000000000e+01,-6.408153917412e-01,-1.376474040330e-04,9.999871317596e-01,1.000015122948e+00
1.000000000000e+00,1.668000000000e+01,-6.408099192180e-01,-1.359813029542e-04,9.999873173972e-01,1.000014946210e+00
1.000000000000e+00,1.670000000000e+01,-6.408045130336e-01,-1.343304712458e-04,9.999875006721e-01,1.000014771096e+00
1.000000000000e+00,1.672000000000e+01,-6.407991725783e-01,-1.326947837419e-04,9.999876816145e-01,1.000014597591e+00
1.000000000000e+00,1.674000000000e+01,-6.407938972505e-01,-1.310741168641e-04,9.999878602540e-01,1.000014425679e+00
1.000000000000e+00,1.676000000000e+01,-6.407886864506e-01,-1.294683474762e-04,9.999880366199e-01,1.000014255346e+00
1.000000000000e+00,1.678000000000e+01,-6.407835395854e-01,-1.278773535692e-04,9.999882107413e-01,1.000014086578e+00
1.000000000000e+00,1.680000000000e+01,-6.407784560671e-01,-1.263010142506e-04,9.999883826466e-01,1.000013919359e+00
1.000000000000e+00,1.682000000000e+01,-6.407734353105e-01,-1.247392090638e-04,9.999885523641e-01,1.000013753677e+00
1.000000000000e+00,1.684000000000e+01,-6.407684767380e-01,-1.231918190872e-04,9.999887199216e-01,1.000013589516e+00
1.000000000000e+00,1.686000000000e+01,-6.407635797746e-01,-1.216587258269e-04,9.999888853465e-01,1.000013426863e+00
1.000000000000e+00,1.688000000000e+01,-6.407587438507e-01,-1.201398118792e-04,9.999890486662e-01,1.000013265704e+00
1.000000000000e+00,1.690000000000e+01,-6.407539684023e-01,-1.186349609201e-04,9.999892099072e-01,1.000013106025e+00
1.000000000000e+00,1.692000000000e+01,-6.407492528678e-01,-1.171440570470e-04,9.999893690961e-01,1.000012947813e+00
1.000000000000e+00,1.694000000000e+01,-6.407445966931e-01,-1.156669858414e-04,9.999895262590e-01,1.000012791054e+00
1.000000000000e+00,1.696000000000e+01,-6.407399993263e-01,-1.142036332984e-04,9.999896814217e-01,1.000012635734e+00
1.000000000000e+00,1.698000000000e+01,-6.407354602208e-01,-1.127538864669e-04,9.999898346097e-01,1.000012481841e+00
1.000000000000e+00,1.700000000000e+01,-6.407309788356e-01,-1.113176334397e-04,9.999899858480e-01,1.000012329362e+00
1.000000000000e+00,1.702000000000e+01,-6.407265546317e-01,-1.098947627167e-04,9.999901351615e-01,1.000012178282e+00
1.000000000000e+00,1.704000000000e+01,-6.407221870775e-01,-1.084851642322e-04,9.999902825747e-01,1.000012028591e+00
1.000000000000e+00,1.706000000000e+01,-6.407178756433e-01,-1.070887283205e-04,9.999904281118e-01,1.000011880274e+00
1.000000000000e+00,1.708000000000e+01,-6.407136198049e-01,-1.057053463339e-04,9.999905717966e-01,1.000011733319e+00
1.000000000000e+00,1.710000000000e+01,-6.407094190432e-01,-1.043349106336e-04,9.999907136528e-01,1.000011587713e+00
1.000000000000e+00,1.712000000000e+01,-6.407052728409e-01,-1.029773139742e-04,9.999908537035e-01,1.000011443445e+00
1.000000000000e+00,1.714000000000e+01,-6.407011806881e-01,-1.016324504963e-04,9.999909919718e-01,1.000011300502e+00
1.000000000000e+00,1.716000000000e+01,-6.406971420767e-01,-1.003002147266e-04,9.999911284804e-01,1.000011158872e+00
1.000000000000e+00,1.718000000000e+01,-6.406931565037e-01,-9.898050217553e-05,9.999912632516e-01,1.000011018542e+00
1.000000000000e+00,1.720000000000e+01,-6.406892234711e-01,-9.767320932808e-05,9.999913963076e-01,1.000010879501e+00
1.000000000000e+00,1.722000000000e+01,-6.406853424828e-01,-9.637823304908e-05,9.999915276702e-01,1.000010741737e+00
1.000000000000e+00,1.724000000000e+01,-6.406815130495e-01,-9.509547154208e-05,9.999916573609e-01,1.000010605238e+00
1.000000000000e+00,1.726000000000e+01,-6.406777346838e-01,-9.382482338364e-05,9.999917854011e-01,1.000010469993e+00
1.000000000000e+00,1.728000000000e+01,-6.406740069032e-01,-9.256618810030e-05,9.999919118117e-01,1.000010335989e+00
1.000000000000e+00,1.730000000000e+01,-6.406703292300e-01,-9.131946615961e-05,9.999920366134e-01,1.000010203217e+00
1.000000000000e+00,1.732000000000e+01,-6.406667011884e-01,-9.008455839600e-05,9.999921598268e-01,1.000010071663e+00
1.000000000000e+00,1.734000000000e+01,-6.406631223090e-01,-8.886136693645e-05,9.999922814721e-01,1.000009941318e+00
1.000000000000e+00,1.736000000000e+01,-6.406595921243e-01,-8.764979426811e-05,9.999924015692e-01,1.000009812169e+00
1.000000000000e+00,1.738000000000e+01,-6.406561101716e-01,-8.644974379526e-05,9.999925201378e-01,1.000009684207e+00
1.000000000000e+00,1.740000000000e+01,-6.406526759926e-01,-8.526111983058e-05,9.999926371973e-01,1.000009557419e+00
1.000000000000e+00,1.742000000000e+01,-6.406492891310e-01,-8.408382704094e-05,9.999927527671e-01,1.000009431796e+00
1.000000000000e+00,1.744000000000e+01,-6.406459491365e-01,-8.291777134085e-05,9.999928668659e-01,1.000009307326e+00
1.000000000000e+00,1.746000000000e+01,-6.406426555609e-01,-8.176285899240e-05,9.999929795127e-01,1.000009184000e+00
1.000000000000e+00,1.748000000000e+01,-6.406394079602e-01,-8.061899714291e-05,9.999930907257e-01,1.000009061806e+00
1.000000000000e+00,1.750000000000e+01,-6.406362058951e-01,-7.948609381635e-05,9.999932005234e-01,1.000008940734e+00
1.000000000000e+00,1.752000000000e+01,-6.406330489279e-01,-7.836405737847e-05,9.999933089236e-01,1.000008820774e+00
1.000000000000e+00,1.754000000000e+01,-6.406299366267e-01,-7.725279739898e-05,9.999934159443e-01,1.000008701915e+00
1.000000000000e+00,1.756000000000e+01,-6.406268685618e-01,-7.615222378298e-05,9.999935216028e-01,1.000008584148e+00
1.000000000000e+00,1.758000000000e+01,-6.406238443073e-01,-7.506224728968e-05,9.999936259167e-01,1.000008467462e+00
1.000000000000e+00,1.760000000000e+01,-6.406208634420e-01,-7.398277952408e-05,9.999937289029e-01,1.000008351848e+00
1.000000000000e+00,1.762000000000e+01,-6.406179255460e-01,-7.291373242093e-05,9.999938305784e-01,1.000008237295e+00
1.000000000000e+00,1.764000000000e+01,-6.406150302055e-01,-7.185501907643e-05,9.999939309599e-01,1.000008123794e+00
1.000000000000e+00,1.766000000000e+01,-6.406121770081e-01,-7.080655291029e-05,9.999940300638e-01,1.000008011335e+00
1.000000000000e+00,1.768000000000e+01,-6.406093655456e-01,-6.976824816612e-05,9.999941279064e-01,1.000007899909e+00
1.000000000000e+00,1.770000000000e+01,-6.406065954140e-01,-6.874001990328e-05,9.999942245038e-01,1.000007789507e+00
1.000000000000e+00,1.772000000000e+01,-6.406038662108e-01,-6.772178349922e-05,9.999943198717e-01,1.000007680117e+00
1.000000000000e+00,1.774000000000e+01,-6.406011775391e-01,-6.671345545149e-05,9.999944140259e-01,1.000007571733e+00
1.000000000000e+00,1.776000000000e+01,-6.405985290035e-01,-6.571495256964e-05,9.999945069817e-01,1.000007464343e+00
1.000000000000e+00,1.778000000000e+01,-6.405959202128e-01,-6.472619245773e-05,9.999945987546e-01,1.000007357940e+00
1.000000000000e+00,1.780000000000e+01,-6.405933507795e-01,-6.374709350644e-05,9.999946893593e-01,1.000007252514e+00
1.000000000000e+00,1.782000000000e+01,-6.405908203176e-01,-6.277757441312e-05,9.999947788110e-01,1.000007148055e+00
1.000000000000e+00,1.784000000000e+01,-6.405883284467e-01,-6.181755495515e-05,9.999948671242e-01,1.000007044556e+00
1.000000000000e+00,1.786000000000e+01,-6.405858747878e-01,-6.086695521069e-05,9.999949543134e-01,1.000006942007e+00
1.000000000000e+00,1.788000000000e+01,-6.405834589656e-01,-5.992569602386e-05,9.999950403929e-01,1.000006840400e+00
1.000000000000e+00,1.790000000000e+01,-6.405810806087e-01,-5.899369899712e-05,9.999951253769e-01,1.000006739726e+00
1.000000000000e+00,1.792000000000e+01,-6.405787393472e-01,-5.807088602856e-05,9.999952092793e-01,1.000006639976e+00
1.000000000000e+00,1.794000000000e+01,-6.405764348163e-01,-5.715718005731e-05,9.999952921138e-01,1.000006541142e+00
1.000000000000e+00,1.796000000000e+01,-6.405741666526e-01,-5.625250431246e-05,9.999953738940e-01,1.000006443216e+00
1.000000000000e+00,1.798000000000e+01,-6.405719344964e-01,-5.535678276132e-05,9.999954546335e-01,1.000006346188e+00
1.000000000000e+00,1.800000000000e+01,-6.405697379917e-01,-5.446994010211e-05,9.999955343453e-01,1.000006250052e+00
1.000000000000e+00,1.802000000000e+01,-6.405675767838e-01,-5.359190131795e-05,9.999956130427e-01,1.000006154798e+00
1.000000000000e+00,1.804000000000e+01,-6.405654505231e-01,-5.272259239521e-05,9.999956907384e-01,1.000006060419e+00
1.000000000000e+00,1.806000000000e+01,-6.405633588612e-01,-5.186193959965e-05,9.999957674453e-01,1.000005966906e+00
1.000000000000e+00,1.808000000000e+01,-6.405613014533e-01,-5.100986990844e-05,9.999958431759e-01,1.000005874252e+00
1.000000000000e+00,1.810000000000e+01,-6.405592779582e-01,-5.016631100295e-05,9.999959179426e-01,1.000005782449e+00
1.000000000000e+00,1.812000000000e+01,-6.405572880359e-01,-4.933119083911e-05,9.999959917578e-01,1.000005691489e+00
1.000000000000e+00,1.814000000000e+01,-6.405553313513e-01,-4.850443833942e-05,9.999960646335e-01,1.000005601364e+00
1.000000000000e+00,1.816000000000e+01,-6.405534075704e-01,-4.768598269557e-05,9.999961365817e-01,1.000005512066e+00
1.000000000000e+00,1.818000000000e+01,-6.405515163628e-01,-4.687575378457e-05,9.999962076142e-01,1.000005423588e+00
1.000000000000e+00,1.820000000000e+01,-6.405496574014e-01,-4.607368216186e-05,9.999962777426e-01,1.000005335923e+00
1.000000000000e+00,1.822000000000e+01,-6.405478303604e-01,-4.527969864732e-05,9.999963469785e-01,1.000005249062e+00
1.000000000000e+00,1.824000000000e+01,-6.405460349185e-01,-4.449373499188e-05,9.999964153332e-01,1.000005162999e+00
1.000000000000e+00,1.826000000000e+01,-6.405442707557e-01,-4.371572320578e-05,9.999964828180e-01,1.000005077726e+00
1.000000000000e+00,1.828000000000e+01,-6.405425375554e-01,-4.294559595930e-05,9.999965494438e-01,1.000004993236e+00
1.000000000000e+00,1.830000000000e+01,-6.405408350039e-01,-4.218328657614e-05,9.999966152216e-01,1.000004909522e+00
1.000000000000e+00,1.832000000000e+01,-6.405391627891e-01,-4.142872863468e-05,9.999966801623e-01,1.000004826577e+00
1.000000000000e+00,1.834000000000e+01,-6.405375206030e-01,-4.068185660993e-05,9.999967442765e-01,1.000004744392e+00
1.000000000000e+00,1.836000000000e+01,-6.405359081391e-01,-3.994260522660e-05,9.999968075746e-01,1.000004662963e+00
1.000000000000e+00,1.838000000000e+01,-6.405343250937e-01,-3.921090984500e-05,9.999968700671e-01,1.000004582281e+00
1.000000000000e+00,1.840000000000e+01,-6.405327711665e-01,-3.848670645463e-05,9.999969317643e-01,1.000004502340e+00
1.000000000000e+00,1.842000000000e+01,-6.405312460582e-01,-3.776993129017e-05,9.999969926762e-01,1.000004423133e+00
1.000000000000e+00,1.844000000000e+01,-6.405297494737e-01,-3.706052144965e-05,9.999970528128e-01,1.000004344653e+00
1.000000000000e+00,1.846000000000e+01,-6.405282811192e-01,-3.635841427148e-05,9.999971121841e-01,1.000004266894e+00
1.000000000000e+00,1.848000000000e+01,-6.405268407039e-01,-3.566354770601e-05,9.999971707997e-01,1.000004189848e+00
1.000000000000e+00,1.850000000000e+01,-6.405254279398e-01,-3.497586030927e-05,9.999972286693e-01,1.000004113510e+00
1.000000000000e+00,1.852000000000e+01,-6.405240425402e-01,-3.429529087338e-05,9.999972858024e-01,1.000004037873e+00
1.000000000000e+00,1.854000000000e+01,-6.405226842223e-01,-3.362177902151e-05,9.999973422083e-01,1.000003962930e+00
1.000000000000e+00,1.856000000000e+01,-6.405213527047e-01,-3.295526460819e-05,9.999973978963e-01,1.000003888676e+00
1.000000000000e+00,1.858000000000e+01,-6.405200477085e-01,-3.229568807702e-05,9.999974528755e-01,1.000003815103e+00
1.000000000000e+00,1.860000000000e+01,-6.405187689580e-01,-3.164299045456e-05,9.999975071550e-01,1.000003742205e+00
1.000000000000e+00,1.862000000000e+01,-6.405175161784e-01,-3.099711299458e-05,9.999975607436e-01,1.000003669977e+00
1.000000000000e+00,1.864000000000e+01,-6.405162890987e-01,-3.035799775070e-05,9.999976136502e-01,1.000003598412e+00
1.000000000000e+00,1.866000000000e+01,-6.405150874493e-01,-2.972558699919e-05,9.999976658834e-01,1.000003527504e+00
1.000000000000e+00,1.868000000000e+01,-6.405139109630e-01,-2.909982358323e-05,9.999977174518e-01,1.000003457247e+00
1.000000000000e+00,1.870000000000e+01,-6.405127593756e-01,-2.848065090697e-05,9.999977683639e-01,1.000003387635e+00
1.000000000000e+00,1.872000000000e+01,-6.405116324238e-01,-2.786801259323e-05,9.999978186280e-01,1.000003318662e+00
1.000000000000e+00,1.874000000000e+01,-6.405105298481e-01,-2.726185303445e-05,9.999978682523e-01,1.000003250322e+00
1.000000000000e+00,1.876000000000e+01,-6.405094513900e-01,-2.666211683734e-05,9.999979172451e-01,1.000003182610e+00
1.000000000000e+00,1.878000000000e+01,-6.405083967938e-01,-2.606874915406e-05,9.999979656143e-01,1.000003115519e+00
1.000000000000e+00,1.880000000000e+01,-6.405073658060e-01,-2.548169567650e-05,9.999980133678e-01,1.000003049045e+00
1.000000000000e+00,1.882000000000e+01,-6.405063581746e-01,-2.490090230693e-05,9.999980605136e-01,1.000002983181e+00
1.000000000000e+00,1.884000000000e+01,-6.405053736510e-01,-2.432631568805e-05,9.999981070593e-01,1.000002917921e+00
1.000000000000e+00,1.886000000000e+01,-6.405044119874e-01,-2.375788266871e-05,9.999981530126e-01,1.000002853260e+00
